timestamp,open,high,low,close,volume,rsi,macd,macd_signal,ema_50,ema_200
2025-04-01 20:08:00,0.4982134307885193,0.4900860041422419,0.531064422328706,0.4949288038884774,0.004758510443372615,42.4352515527776,-0.0062800266607457855,-0.005370865770556789,0.5109275626974684,0.519602084306252
2025-04-01 20:09:00,0.49492951300018717,0.4928086495594499,0.5303038281291155,0.5012649910566118,0.013323437288700217,47.12583108075682,-0.005644023292417866,-0.0054254972749290045,0.5105486383193956,0.5194196256669521
2025-04-01 20:10:00,0.5012656912724172,0.4927005300663474,0.5354524657878876,0.49936680247887644,0.003101040280958912,45.91869705819033,-0.005232833152009786,-0.0053869644503451615,0.5101101349531008,0.5192200950879663
2025-04-01 20:11:00,0.49936610137604553,0.49662653140029,0.5348907962251133,0.5051905348904455,0.0023691420243459323,50.13864670891905,-0.004386470961855404,-0.00518686575264721,0.5099172094604476,0.5190804974740607
2025-04-01 20:12:00,0.5051912295948515,0.510670832309474,0.5393358842492653,0.5187754998890846,0.019180607602366034,58.310626549812035,-0.002589677497177978,-0.004667428101553364,0.5102645933988256,0.5190774626722202
2025-04-01 20:13:00,0.5187747715367585,0.5102116755011075,0.5494854287703532,0.5126105989683509,0.0075691545700999835,53.98647913925835,-0.0016442083034615695,-0.004062784141935005,0.5103565936172383,0.5190131157696941
2025-04-01 20:14:00,0.512611283255108,0.5058166883139688,0.5494839660892001,0.514379620867718,0.0014248707064261463,55.0173159988487,-0.0007436001135238124,-0.0033989473362527668,0.5105143593917669,0.5189670113428089
2025-04-01 20:15:00,0.5143803026707978,0.5231200196580907,0.5513284070232096,0.5265325205192504,0.006943034560033005,61.412872113193046,0.000939940749524304,-0.002531169719097353,0.5111425225732369,0.5190422900410819
2025-04-01 20:16:00,0.5265317812761925,0.5179696001684988,0.5571542660558517,0.5213812972265668,0.005523324564724434,57.670056172653176,0.001837318875293481,-0.0016574720002191863,0.5115440431478773,0.5190655637444201
2025-04-01 20:17:00,0.5213833731830704,0.5148158809281433,0.5582746798190961,0.5233791687843432,0.00362560370215044,58.72083623606613,0.0026788291678949694,-0.0007902117665963553,0.5120081657218564,0.5191084851876034
2025-04-01 20:18:00,0.5233812419358674,0.5200659950152708,0.5607056558954824,0.523533607204131,0.004874201828046363,58.80596394501448,0.0033199240099116567,3.181538870524717e-05,0.5124601438192005,0.5191525162524446
2025-04-01 20:19:00,0.523535680138826,0.5156036086636018,0.5565165370731169,0.5193595579130008,0.002717792155021752,55.47605374146455,0.003451399808667488,0.0007157322726976954,0.5127307090777808,0.5191545763684701
2025-04-01 20:20:00,0.5193588287406694,0.513201109277917,0.554174784547067,0.5217631813191286,0.0027803004518651697,56.98651407187813,0.003706817759649761,0.0013139493700881086,0.5130849236754808,0.5191805326366359
2025-04-01 20:21:00,0.5217652567394726,0.5149661248990789,0.559011871120239,0.5227263154643396,0.0019139460730021947,57.60711678143244,0.003941519815340411,0.0018394634591385691,0.5134630174711223,0.519215814057807
